Title,Author,genres,Link;;;;;;;;;;;;;;
Bullet Proof (Eliot Ness  #3),Max Allan Collins,Mystery;Crime;;;;;;;;;;;;;,https://tse4.mm.bing.net/th/id/OIP.VwfrnA7r05YE0s4pubVmrgHaJ4?w=194&h=259&c=7&r=0&o=5&pid=1.7
The Penguin Companion to European Literature,Anthony Thorlby,Authors;European;;;;;;;;;;;;;,https://tse4.mm.bing.net/th/id/OIP.6YyFBXefGClRmgRgkiSZEwAAAA?w=194&h=117&c=7&r=0&o=5&pid=1.7
West To Eden,Gloria Goldreich,Fiction;;;;;;;;;;;;;;,https://tse3.mm.bing.net/th/id/OIP.n3DWFo_3OBo4oR49SCo4OQAAAA?w=194&h=259&c=7&r=0&o=5&pid=1.7
The Various,Steve Augarde,Fantasy;Young Adult;Fiction;Childrens;Paranormal;Fairies;Middle Grade;Adventure;European Literature;British Literature;Magic;Unfinished;;;,https://tse4.mm.bing.net/th/id/OIP.OCyO2sPdCLExKvCsmGreQwAAAA?w=194&h=268&c=7&r=0&o=5&pid=1.7
Truman Capote: In Which Various Friends  Enemies  Acquaintances  and Detractors Recall His Turbulent Career,George Plimpton,Nonfiction;Biography Memoir;History;Autobiography;Literature;LGBT;Queer;20th Century;American;Southern;;;;;,https://tse2.mm.bing.net/th/id/OIP.r9aRehVKXSoU07m5PHlyLAHaK7?w=194&h=287&c=7&r=0&o=5&pid=1.7
The Burnt Orange Heresy,Charles Willeford,Fiction;Crime;Noir;Art;Novels;Literature;20th Century;American;Mystery Thriller;;;;;;,https://tse3.mm.bing.net/th/id/OIP.J_VEz0to-aPmrPD5Zrr1ZQHaDt?w=349&h=174&c=7&r=0&o=5&pid=1.7
Ewan McGregor: From Junkie to Jedi,Brian J. Robb,Nonfiction;;;;;;;;;;;;;;,https://tse1.mm.bing.net/th/id/OIP.TZorA9gcb43ozhFBRRJNwgHaEK?w=326&h=183&c=7&r=0&o=5&pid=1.7
Shadow Twin,Gardner Dozois/George R.R. Martin/Daniel Abraham,Science Fiction;Fantasy;;;;;;;;;;;;;,https://tse1.mm.bing.net/th/id/OIP.fswfjxsRtwIHO9us9X3brAAAAA?w=189&h=283&c=7&r=0&o=5&pid=1.7
Der Prophet,Kahlil Gibran,Poetry;Classics;Fiction;Spirituality;Religion;Literature;Self Help;Inspirational;Novels;Cultural;Lebanon;;;;,https://tse4.mm.bing.net/th/id/OIP.JskTZRgfcy8NWpZYAwm1_wHaJ3?w=194&h=259&c=7&r=0&o=5&pid=1.7
Le prophète,Kahlil Gibran,Poetry;Classics;Fiction;Spirituality;Religion;Literature;Self Help;Inspirational;Novels;Cultural;Lebanon;;;;,https://tse4.mm.bing.net/th/id/OIP.gvdNde6hCOLl4F3nQLuuNwHaKD?w=194&h=264&c=7&r=0&o=5&pid=1.7
The Complete Stories of Robert Louis Stevenson: Strange Case of Dr. Jekyll and Mr. Hyde and Nineteen Other Tales,Robert Louis Stevenson/Barry Menikoff,Classics;Fiction;Short Stories;Historical;Victorian;Horror;European Literature;British Literature;Earth;The World;Mystery;Gothic;;;,https://tse2.mm.bing.net/th/id/OIP.fB3eNybghr9po3hblTpvKAAAAA?w=194&h=299&c=7&r=0&o=5&pid=1.7
The Complete Short Stories Of Robert Louis Stevenson: With A Selection Of The Best Short Novels,Robert Louis Stevenson/Charles Neider,Classics;Short Stories;Fiction;Literature;;;;;;;;;;;,https://tse1.mm.bing.net/th/id/OIP.HHrm_vLlr71G2SkQdtJLtQHaL2?w=194&h=311&c=7&r=0&o=5&pid=1.7
A Child's Garden of Verses,Robert Louis Stevenson/Tasha Tudor,Poetry;Childrens;Classics;Picture Books;Fiction;Literature;19th Century;Juvenile;Academic;School;Young Adult;;;;,https://tse1.mm.bing.net/th/id/OIP.rNvrDnERJcs6p75YoxkZOwAAAA?w=194&h=264&c=7&r=0&o=5&pid=1.7
Have Space Suit—Will Travel,Robert A. Heinlein,Young Adult;Science Fiction Fantasy;Classics;Audiobook;Adventure;Space Opera;;;;;;;;;,https://tse2.mm.bing.net/th/id/OIP.v9UFXHzEL4AgnTIHjJSwTQAAAA?w=194&h=268&c=7&r=0&o=5&pid=1.7
Practicalities,Marguerite Duras/Barbara Bray,Nonfiction;Writing;Essays;Cultural;France;Literature;Biography;Feminism;Autobiography;Memoir;Language;Womens;20th Century;;,https://tse1.mm.bing.net/th/id/OIP.SyIDPB8R78mwn6OifZk4zQAAAA?w=137&h=207&c=7&r=0&o=5&pid=1.7
Le ravissement de Lol V. Stein,Marguerite Duras,Cultural;France;Classics;European Literature;French Literature;Novels;Literary Fiction;Roman;20th Century;Womens;;;;;,https://tse1.mm.bing.net/th/id/OIP.8JloCjf2-G2uVQbGMrsscQAAAA?w=169&h=277&c=7&r=0&o=5&pid=1.7
India Song,Marguerite Duras/Barbara Bray,Plays;Fiction;Drama;Cultural;France;Contemporary;Literature;20th Century;Theatre;Classics;Modern;;;;,https://tse2.mm.bing.net/th/id/OIP.22RjBY9Yc-WYDcwOza6SQgHaEy?w=262&h=180&c=7&r=0&o=5&pid=1.7
Clown,Quentin Blake,Childrens;Picture Books;Adventure;Fiction;Fantasy;Art;Family;Graphic Novels Comics;European Literature;British Literature;;;;;,https://tse1.mm.bing.net/th/id/OIP.1WQyj9SA1q2pAKTI70nPiQHaIg?w=127&h=180&c=7&r=0&o=5&pid=1.7
The Spiral Stair (Arabel and Mortimer  #6),Joan Aiken/Quentin Blake,Childrens;Animals;Fantasy;;;;;;;;;;;;,https://tse1.mm.bing.net/th/id/OIP.EwPgcDElSoWmFxyFblTGTQHaIF?w=200&h=219&c=7&r=0&o=5&pid=1.7
A Near Thing for Captain Najork (Captain Najork #2),Russell Hoban/Quentin Blake,Childrens;Picture Books;Fiction;;;;;;;;;;;;,https://tse1.mm.bing.net/th/id/OIP.7gVJuDmsjzUtXdMvQ3s_ZgAAAA?w=194&h=248&c=7&r=0&o=5&pid=1.7
Reptiles and Amphibians (Smithsonian Handbooks),Mark O'Shea/Tim Halliday/Jonathan Metcalf,Nonfiction;Animals;Reference;Science;Environment;Nature;;;;;;;;;,https://tse2.mm.bing.net/th/id/OIP._BxOlk1vr7f9OGvPhkDEGwHaK-?w=194&h=288&c=7&r=0&o=5&pid=1.7
The Camera (Ansel Adams Photography  #1),Ansel Adams/Robert Hardy Baker,Nonfiction;Reference;Art and Photography;Education;How To;Computer Science;Technical;Classics;;;;;;;,https://tse3.mm.bing.net/th/id/OIP.6CiUdHq0ZS8WmAQJSt_rogHaJX?w=138&h=180&c=7&r=0&o=5&pid=1.7
The Negative (Ansel Adams Photography  #2),Ansel Adams/Robert Hardy Baker,Nonfiction;Reference;Art and Photography;Culture;Film;Computer Science;Technical;Literature;American;Academic;Grad School;Art Design;;;,https://tse3.mm.bing.net/th/id/OIP.JnY_j4mAk7XQCFdICcjfdAAAAA?w=115&h=180&c=7&r=0&o=5&pid=1.7
The Print (Ansel Adams Photography  #3),Ansel Adams/Robert Hardy Baker,Nonfiction;Reference;Art and Photography;Science;Literature;American;How To;;;;;;;;,https://tse3.mm.bing.net/th/id/OIP.zRcoCCVIrAo3acNKf4Kf3gHaFi?w=265&h=198&c=7&r=0&o=5&pid=1.7
The Changing Status of the Artist,Emma Barker/Nick Webb/Kim W. Woods,Art History;;;;;;;;;;;;;;,https://tse4.mm.bing.net/th/id/OIP.0_z8yMBUm2Y5VS7ZoUmgIwAAAA?w=122&h=180&c=7&r=0&o=5&pid=1.7
Vicars of Christ: A History of the Popes,Charles A. Coulombe,History;Christianity;Catholic;Biography;Religion;Nonfiction;Theology;;;;;;;;,https://tse2.mm.bing.net/th/id/OIP.8U1ZeelVzmkWuJtkj7g2qwHaKp?w=144&h=207&c=7&r=0&o=5&pid=1.7
The Big Bing: Black Holes of Time Management  Gaseous Executive Bodies  Exploding Careers  and Other Theories on the Origins of the Business Universe,Stanley Bing,Business;;;;;;;;;;;;;;,https://tse2.mm.bing.net/th/id/OIP.UJ1dG5NmpiwTtuU6379FhgHaEj?w=311&h=191&c=7&r=0&o=5&pid=1.7
What Would Machiavelli Do?: The Ends Justify the Meanness,Stanley Bing,Business;Nonfiction;Politics;Humor;Philosophy;Psychology;Self Help;Leadership;History;Management;;;;;,https://tse4.mm.bing.net/th/id/OIP.7KHlpMkGDndJm9IhITx5UAHaFj?w=253&h=190&c=7&r=0&o=5&pid=1.7
William James: In the Maelstrom of American Modernism,Robert D. Richardson Jr.,Philosophy;Psychology;Nonfiction;Biography Memoir;Religion;North American Hi...;American History;Science;Literature;;;;;;,https://tse2.mm.bing.net/th/id/OIP.dUpsbDaQW1vn94-KUxaeRgHaHa?w=194&h=194&c=7&r=0&o=5&pid=1.7
Cliffs Notes on Wright's Black Boy,Carl Senna/CliffsNotes/Richard Wright,Literary Criticism;;;;;;;;;;;;;;,https://tse4.mm.bing.net/th/id/OIP.OHhqe9ArVoCXLpcD-KobugAAAA?w=194&h=305&c=7&r=0&o=5&pid=1.7
The Wit and Wisdom of Abraham Lincoln: A Book of Quotations,Abraham Lincoln/Bob Blaisdell,Nonfiction;Biography;Philosophy;Military History;Civil War;Politics;Reference;Humor;North American Hi...;American History;Presidents;;;;,https://tse2.mm.bing.net/th/id/OIP.McMtEOHNQ23lJF5vkHA4HQAAAA?w=121&h=180&c=7&r=0&o=5&pid=1.7
Speeches and Writings 1832–1858,Abraham Lincoln/Don E. Fehrenbacher,Politics;Nonfiction;Military History;Civil War;Biography;North American Hi...;American History;Writing;Essays;Presidents;Reference;Literature;19th Century;;,https://tse1.mm.bing.net/th/id/OIP.ohB8p7-_cEi-sIRmecPVgAHaIE?w=194&h=211&c=7&r=0&o=5&pid=1.7
Selected Speeches and Writings,Abraham Lincoln/Gore Vidal,Nonfiction;Politics;North American Hi...;American History;Biography;Americana;Classics;Academic;School;Philosophy;Military History;Civil War;;;,https://tse3.mm.bing.net/th/id/OIP.VI7VJuvXYnYaxvhIAw0dNQHaL1?w=194&h=310&c=7&r=0&o=5&pid=1.7
George Eliot: The Last Victorian,Kathryn  Hughes,Nonfiction;History;Historical;Victorian;Biography Memoir;Female Authors;Criticism;19th Century;European Literature;British Literature;;;;;,https://tse2.mm.bing.net/th/id/OIP.y_UN3_PvPYIe8VZ0Q5gcTwAAAA?w=170&h=180&c=7&r=0&o=5&pid=1.7
The Mill on the Floss,George Eliot/A.S. Byatt,Classics;19th Century;Victorian;Historical Fiction;European Literature;British Literature;Novels;Classic Literature;English Literature;;;;;;,https://tse2.mm.bing.net/th/id/OIP.ztGpDGOWJEhm4R8WILLhnwHaLc?w=194&h=299&c=7&r=0&o=5&pid=1.7
Scenes of Clerical Life,George Eliot/Thomas A. Noble,Classics;19th Century;Victorian;Short Stories;European Literature;British Literature;Novels;English Literature;Historical Fiction;;;;;;,https://tse4.mm.bing.net/th/id/OIP.llRPoQb3sonYxo2vQ5aDLwHaFi?w=194&h=145&c=7&r=0&o=5&pid=1.7
Terry Jones' Medieval Lives,Terry Jones/Alan Ereira,Nonfiction;Historical;Medieval History;Humor;European Literature;British Literature;European History;Reference;Biography;;;;;;,https://tse1.mm.bing.net/th/id/OIP.xqSq90916wA-KUdzo1ursAHaFs?w=194&h=149&c=7&r=0&o=5&pid=1.7
Terry Jones' Fairy Tales,Terry Jones/Michael Foreman,Fantasy;Childrens;Fairy Tales;Fiction;Short Stories;Humor;Young Readers;Kids;Folklore;;;;;;,https://tse1.mm.bing.net/th/id/OIP.1CagXq1GuzAxem46MmZUqAHaJk?w=194&h=252&c=7&r=0&o=5&pid=1.7
Some Ether,Nick Flynn,Poetry;Literature;American;Contemporary;Fiction;;;;;;;;;;,https://tse2.mm.bing.net/th/id/OIP.6pK2EE7zWrgxGwB16FpmJgHaLG?w=120&h=180&c=7&r=0&o=5&pid=1.7
Tin House: Evil (Volume 8 no. 3),Chris Adrian/Nick Flynn/Francine Prose/Josip Novakovich/Moonshine,Fiction;;;;;;;;;;;;;;,https://tse2.mm.bing.net/th/id/OIP.YKPGgU7DsSqdPofcdSfiygAAAA?w=194&h=252&c=7&r=0&o=5&pid=1.7
A Note Slipped Under the Door: Teaching from Poems We Love,Nick Flynn/Shirley McPhillips/Philippa Stratton,Poetry;Teaching;Education;;;;;;;;;;;;,https://tse4.mm.bing.net/th/id/OIP.KT-o4408JjojTmuQ-WnszgAAAA?w=145&h=193&c=7&r=0&o=5&pid=1.7
The Trouble with Testosterone and Other Essays on the Biology of the Human Predicament,Robert M. Sapolsky,Nonfiction;Psychology;Biology;Writing;Essays;Neuroscience;Popular Science;Anthropology;Health;Evolution;;;;;,https://tse4.mm.bing.net/th/id/OIP.7n-ZqfPCJ_2tnnD-61fjuAAAAA?w=194&h=291&c=7&r=0&o=5&pid=1.7
Monkeyluv: And Other Essays on Our Lives as Animals,Robert M. Sapolsky,Nonfiction;Psychology;Biology;Writing;Essays;Anthropology;Animals;Neuroscience;Evolution;Popular Science;;;;;,https://tse1.mm.bing.net/th/id/OIP.KsCfCVEZzWgi6BZ4oUSOPgHaLX?w=115&h=180&c=7&r=0&o=5&pid=1.7
Literary Criticism  Vol. 1: Essays on Literature / American Writers / English Writers,Henry James/Leon Edel/Mark Wilson,Literary Criticism;Writing;Essays;Nonfiction;Literature;19th Century;American;Language;;;;;;;,https://tse3.mm.bing.net/th/id/OIP.hqAbbRsICTgwP1aOKTIjVgHaEK?w=273&h=180&c=7&r=0&o=5&pid=1.7
Advanced Statistics Demystified,Larry J. Stephens,Reference;Textbooks;;;;;;;;;;;;;,https://tse1.mm.bing.net/th/id/OIP.-jQ-jJWqZ8iNQFruykJ3VAGQH0?w=194&h=243&c=7&r=0&o=5&pid=1.7
Lilly's Big Day,Kevin Henkes,Childrens;Picture Books;Fantasy;Animals;Humor;Family;Juvenile;Academic;School;Realistic Fiction;;;;;,https://tse2.mm.bing.net/th/id/OIP.OYDSWiA1V3HaSZBifHqZKQHaJN?w=151&h=188&c=7&r=0&o=5&pid=1.7
Chester's Way,Kevin Henkes,Childrens;Picture Books;Animals;Fantasy;Humor;Academic;School;Kids;Storytime;Realistic Fiction;;;;;,https://tse4.mm.bing.net/th/id/OIP.ZmGOEvRJPJ9vXr0GnoPnCQAAAA?w=129&h=180&c=7&r=0&o=5&pid=1.7
Julius  the Baby of the World,Kevin Henkes,Childrens;Picture Books;Family;Animals;Fantasy;Humor;Realistic Fiction;Academic;School;Juvenile;;;;;,https://tse2.mm.bing.net/th/id/OIP.grdsMsbaUUQTBa3K26xsuwHaE9?w=293&h=196&c=7&r=0&o=5&pid=1.7
Forms of Talk,Erving Goffman,Sociology;Nonfiction;Humanities;Linguistics;Anthropology;Language;Philosophy;Psychology;Social Science;Communication;;;;;,https://tse2.mm.bing.net/th/id/OIP.OBn0lodvtF-kFJfx1jfAcgDGEs?w=115&h=180&c=7&r=0&o=5&pid=1.7
Interaction Ritual - Essays on Face-to-Face Behavior,Erving Goffman,Sociology;Psychology;Nonfiction;Anthropology;Philosophy;Social Science;Language;Communication;Academic;Academia;School;;;;,https://tse1.mm.bing.net/th/id/OIP.9gHGsvqoslYofV0gb9F-qAAAAA?w=224&h=135&c=7&r=0&o=5&pid=1.7
Study Bible: NIV,Anonymous,Religion;Nonfiction;Christianity;Reference;Spirituality;Theology;Classics;Christian Non Fiction;Faith;;;;;;,https://tse1.mm.bing.net/th/id/OIP.gZ9UU1UimgzEnUUsgNmj9QHaKQ?w=194&h=269&c=7&r=0&o=5&pid=1.7
My Lord Eternity (Immortal Rogues  #2),Debbie Raleigh/Alexandra Ivy,Paranormal Romance;Fantasy;Vampires;Historical Romance;Fiction;Regency;Adult;;;;;;;;,https://tse1.mm.bing.net/th/id/OIP.-E2EZYO4kXt5BcGHsUiSlgAAAA?w=116&h=192&c=7&r=0&o=5&pid=1.7
Aesop's Fables,Aesop/Ann McGovern,Classics;Fiction;Short Stories;Childrens;Fantasy;Literature;Mythology;Fairy Tales;Philosophy;Folklore;;;;;,https://tse1.mm.bing.net/th/id/OIP.aLXHFTlOOn2k-ZX5O5UG-gHaJw?w=194&h=256&c=7&r=0&o=5&pid=1.7
Once A Wolf: How Wildlife Biologists Fought to Bring Back the Gray Wolf,Stephen R. Swinburne/Jim Brandenburg,Science;Environment;Nature;Nonfiction;History;Animals;Childrens;Picture Books;Conservation;Biology;Academic;School;;;,https://tse3.mm.bing.net/th/id/OIP.s0GESD76FBeJjql_Y5jy-QHaGC?w=208&h=180&c=7&r=0&o=5&pid=1.7
Conversations with Don DeLillo,Don DeLillo/Thomas DePietro,Nonfiction;Biography;Criticism;;;;;;;;;;;;,https://tse3.mm.bing.net/th/id/OIP.oBqTJWYRI0x3YkhjNQmheAHaE8?w=264&h=180&c=7&r=0&o=5&pid=1.7
Inventing America: Jefferson's Declaration of Independence,Garry Wills,Nonfiction;North American Hi...;American History;Politics;Philosophy;Literature;Military History;American Revolution;Biography;Political Science;Us Presidents;;;;,https://tse1.mm.bing.net/th/id/OIP.98kn_YnOe4Fk51Pa6ky5LwAAAA?w=194&h=298&c=7&r=0&o=5&pid=1.7
Lincoln at Gettysburg: The Words That Remade America,Garry Wills,Nonfiction;Military History;North American Hi...;American History;Biography;Politics;Presidents;American Civil War;Historical;;;;;;,https://tse4.mm.bing.net/th/id/OIP.Ljn50cHxwTNI1Ae1Ip04rwHaJ4?w=194&h=259&c=7&r=0&o=5&pid=1.7
Venice: Lion City: The Religion of Empire,Garry Wills,Cultural;Italy;Geography;Cities;Nonfiction;Travel;Historical;Medieval;Religion;Reference;Research;Art History;;;,https://tse4.mm.bing.net/th/id/OIP.cv-K4fzp3AYVrrgKJA5Q4wHaJ4?w=140&h=186&c=7&r=0&o=5&pid=1.7
Four Weddings and a Funeral,Richard Curtis,Romance;Humor;Comedy;Fiction;Classics;Media Tie In;;;;;;;;;,https://tse2.mm.bing.net/th/id/OIP.TmobMeUwT0q_9fMwaXwr2gHaFD?w=280&h=191&c=7&r=0&o=5&pid=1.7
Halloween,Richard Curtis,Horror;Holiday;Halloween;Fiction;Thriller;Suspense;Adult;Novels;Media Tie In;Fantasy;Mystery;;;;,https://tse1.mm.bing.net/th/id/OIP.CEjHnulJM2hHjpJS5EwwlQAAAA?w=194&h=318&c=7&r=0&o=5&pid=1.7
Janet  My Mother and Me: A Memoir of Growing Up with Janet Flanner and Natalia Danesi Murray,William Murray,Autobiography;Memoir;LGBT;Nonfiction;Biography;;;;;;;;;;,https://tse4.mm.bing.net/th/id/OIP.cyz2fNud82FU7RRBfw6EMAAAAA?w=194&h=321&c=7&r=0&o=5&pid=1.7
Catch That Pass!,Matt Christopher,Sports;Realistic Fiction;Football;Childrens;Young Adult;;;;;;;;;;,https://tse1.mm.bing.net/th/id/OIP.FgiK38grTyvSAOhPwjHNUQAAAA?w=194&h=293&c=7&r=0&o=5&pid=1.7
Divide and Conquer (Tom Clancy's Op-Center  #7),Jeff Rovin/Tom Clancy/Steve Pieczenik,Spy Thriller;Espionage;Action;Adventure;War;Military Fiction;Suspense;Literary Fiction;Modern;Contemporary;;;;;,https://tse3.mm.bing.net/th/id/OIP.1II45JWoghsA7TDUOt7I9wAAAA?w=194&h=194&c=7&r=0&o=5&pid=1.7
Death Match (Tom Clancy's Net Force Explorers  #18),Diane Duane/Tom Clancy/Steve Pieczenik,Fiction;Adventure;Young Adult;Mystery Thriller;;;;;;;;;;;,https://tse2.mm.bing.net/th/id/OIP.7DvK4_I2UhHptAJ-ieelrgAAAA?w=194&h=312&c=7&r=0&o=5&pid=1.7
Line of Control (Tom Clancy's Op-Center  #8),Jeff Rovin/Tom Clancy/Steve Pieczenik,War;Military Fiction;Action;Adventure;Spy Thriller;Espionage;Politics;Government;Cultural;India;Business;Management;;;,https://tse1.mm.bing.net/th/id/OIP._40XYkWt4RLkzNuqYgqtCQHaMZ?w=177&h=296&c=7&r=0&o=5&pid=1.7
Sea of Fire (Tom Clancy's Op-Center  #10),Jeff Rovin/Tom Clancy/Steve Pieczenik,War;Military Fiction;Adventure;Spy Thriller;Espionage;Action;Mystery;Crime;;;;;;;,https://tse4.mm.bing.net/th/id/OIP.167bu_59s83Kk39skPBPSwHaLH?w=194&h=291&c=7&r=0&o=5&pid=1.7
One is the Loneliest Number (Tom Clancy's Net Force Explorers  #3),Diane Duane/Tom Clancy/Steve Pieczenik,Adventure;Science Fiction;Young Adult;Futuristic;;;;;;;;;;;,https://tse1.mm.bing.net/th/id/OIP.r6VSTUAvKngRriim5MZ2BAHaD4?w=194&h=102&c=7&r=0&o=5&pid=1.7
Aliens: Nightmare Asylum,Steve Perry,Horror;Aliens;Thriller;Action;Novels;Science Fiction Fantasy;Media Tie In;Military Science Fiction;;;;;;;,https://tse3.mm.bing.net/th/id/OIP.uzIZ-Al9oN8NRBSmfOivwgHaJu?w=194&h=255&c=7&r=0&o=5&pid=1.7
The Omega Cage (Matador  #4),Steve Perry/Michael Reaves,Science Fiction;Fantasy;Combat;Martial Arts;;;;;;;;;;;,https://tse1.mm.bing.net/th/id/OIP.fJknrMT2xqLIdxWPzQhorQAAAA?w=115&h=180&c=7&r=0&o=5&pid=1.7
The 97th Step (Matador  #5),Steve Perry,Space Opera;Combat;Martial Arts;Science Fiction Fantasy;;;;;;;;;;;,https://tse2.mm.bing.net/th/id/OIP.OBuVuZVGcR9-BWBZWYJuEwAAAA?w=115&h=180&c=7&r=0&o=5&pid=1.7
A Friar's Bloodfeud (Knights Templar  #20),Michael Jecks,Medieval;Historical Mystery;Crime;Historical Fiction;European Literature;British Literature;;;;;;;;;,https://tse3.mm.bing.net/th/id/OIP.m5iCzKRrReaKKjnMtUWqPwAAAA?w=115&h=180&c=7&r=0&o=5&pid=1.7
Death Ship of Dartmouth (Knights Templar  #21),Michael Jecks,Historical Fiction;Medieval;Historical Mystery;Crime;European Literature;British Literature;;;;;;;;;,https://tse2.mm.bing.net/th/id/OIP.mpW1OdiCeS0NO26e7-Cz_QAAAA?w=139&h=213&c=7&r=0&o=5&pid=1.7
The John Deere Two-Cylinder Tractor Encyclopedia: The Complete Model-by-Model History,Don Macmillan/Wayne G. Broehl Jr.,Reference;;;;;;;;;;;;;;,https://tse1.mm.bing.net/th/id/OIP.tQ9KS5NiJ5l1sO8oC6cNJgAAAA?w=194&h=257&c=7&r=0&o=5&pid=1.7
Phantoms,Rosalind M. Greenberg,Horror;Anthologies;;;;;;;;;;;;;,https://tse1.mm.bing.net/th/id/OIP.jwwZ31wg39tmUpPTnA7bnAHaKi?w=194&h=277&c=7&r=0&o=5&pid=1.7
Fantasy Gone Wrong,Martin H. Greenberg/Brittiany A. Koren/Brian Stableford/Mickey Zucker Reichert/Fiona Patton/Jim C. Hines/Esther M. Friesner/Donald J. Bingle/Alan Dean Foster/Devon Monk/Phaedra M. Weldon/Christina F. York/Jana Paniccia/Josepha Sherman/Susan Sizemore/Michael Jasper/Janny Wurts/Lisanne Norman,Short Stories;Humor;Anthologies;Dragons;Science Fiction Fantasy;Fairy Tales;;;;;;;;;,https://tse4.mm.bing.net/th/id/OIP.8ldd1P8QSYNSMN4LB_lYnAHaFs?w=194&h=149&c=7&r=0&o=5&pid=1.7
The Ghosts in Baker Street: New Tales of Sherlock Holmes,Martin H. Greenberg/Daniel Stashower,Mystery;Short Stories;Anthologies;Historical;Victorian;;;;;;;;;;,https://tse3.mm.bing.net/th/id/OIP._M9IceoNiMIMS1OBSvIy0AAAAA?w=194&h=282&c=7&r=0&o=5&pid=1.7
Christmas Bestiary,Martin H. Greenberg/Jack Nimersheim/Jane Yolen/Jack C. Haldeman II/Harry Turtledove/Laura Resnick/Mike Resnick/Karen Haber/Jane Lindskold/Lawrence Schimel/Barry N. Malzberg/Tanya Huff/Michelle Sagara West/Mark Aronson/Stefan R. Dziemianowicz/Jennifer Roberson/Kristine Kathryn Rusch/Elizabeth Ann Scarborough/Barbara Delaplace/Barb Jernigan/Blake Cahoon,Short Stories;Anthologies;Holiday;Christmas;Science Fiction Fantasy;;;;;;;;;;,https://tse1.mm.bing.net/th/id/OIP.Eo107D0rpPKvl98vlFYO1QAAAA?w=189&h=283&c=7&r=0&o=5&pid=1.7
Black Cats and Broken Mirrors,John Helfers/Esther M. Friesner/Nina Kiriki Hoffman/Bruce Holland Rogers/Peter Crowther/R. Davis/Charles de Lint/Elizabeth Ann Scarborough/Michelle Sagara West/Nancy Springer/Dean Wesley Smith/Kristine Kathryn Rusch/Josepha Sherman/Jane Lindskold/Genevieve Gorman/Kristin Schwengel/Jean-François Podevin/Zane Stillings/Carol Rondou,Fantasy;Short Stories;Anthologies;Fiction;;;;;;;;;;;,https://tse2.mm.bing.net/th/id/OIP.kPHVlCIyWCFywvy1ZmyagAAAAA?w=190&h=314&c=7&r=0&o=5&pid=1.7
Time Twisters,Jean Rabe/Martin H. Greenberg/Stephen Leigh/Gene DeWeese/Joe Masdon/Donald J. Bingle/Skip Williams/Penny Williams/Pierce Askegren/Nancy Virginia Varian/Wes Nicholson/John Helfers/Chris Pierson/Harry Turtledove/Kevin J. Anderson/Robert E. Vardeman/Jackie Cassada/James M. Ward/Jon L. Breen/Linda P. Baker,Science Fiction;Time Travel;Anthologies;Short Stories;;;;;;;;;;;,https://tse1.mm.bing.net/th/id/OIP.M3J2KghubkVs_7RBo748VAAAAA?w=194&h=309&c=7&r=0&o=5&pid=1.7
The Western Canon: The Books and School of the Ages,Harold Bloom,Nonfiction;Literary Criticism;History;Literature;Writing;Books About Books;Philosophy;Classics;Reference;Education;;;;;,https://tse1.mm.bing.net/th/id/OIP.p_DqkjuaendflkVdwhY1ewHaIh?w=181&h=208&c=7&r=0&o=5&pid=1.7
Shakespeare: The Invention of the Human,Harold Bloom,Nonfiction;Literary Criticism;Literature;History;Reference;Biography;Poetry;Drama;Classics;;;;;;,https://tse1.mm.bing.net/th/id/OIP.ZBoHSztR7gOfbci-nVyH2AHaLG?w=194&h=290&c=7&r=0&o=5&pid=1.7
The American Religion,Harold Bloom,Religion;Nonfiction;History;Christianity;Philosophy;Theology;Cultural;Literary Criticism;Sociology;The United States Of America;;;;;,https://tse3.mm.bing.net/th/id/OIP.P0DtwPvtg0zQZyP-kZuFSQHaKC?w=194&h=264&c=7&r=0&o=5&pid=1.7
American Caesar: Douglas MacArthur 1880-1964,William Manchester,Nonfiction;Military Fiction;North American Hi...;American History;Military History;World War II;Cultural;Japan;Biography Memoir;;;;;;,https://tse3.mm.bing.net/th/id/OIP.YSZamRUHb73Sgzz0gkAkNQAAAA?w=183&h=292&c=7&r=0&o=5&pid=1.7
Winchester Shotguns,Dennis Adler/R.L. Wilson,Antiques;Collectibles;;;;;;;;;;;;;,https://tse2.mm.bing.net/th/id/OIP.6NhusW7SeDC9W1j1NbltiAHaE8?w=222&h=180&c=7&r=0&o=5&pid=1.7
Meditations for Manifesting: Morning and Evening Meditations to Literally Create Your Heart's Desire,Wayne W. Dyer,Self Help;Spirituality;Nonfiction;Audiobook;New Age;Inspirational;;;;;;;;;,https://tse4.mm.bing.net/th/id/OIP.7wSUSrIMzlF-1tf2_JorhgHaJ4?w=134&h=180&c=7&r=0&o=5&pid=1.7
There's a Spiritual Solution to Every Problem,Wayne W. Dyer,Spirituality;Self Help;Nonfiction;Philosophy;Psychology;Inspirational;Personal Development;Audiobook;Religion;New Age;;;;;,https://tse2.mm.bing.net/th/id/OIP.DGN2wN1nQ0SzaIj4RfJsSQHaKe?w=115&h=180&c=7&r=0&o=5&pid=1.7
Michael Smith Elements of Style,Michael S.  Smith/Diane Dorrans Saeks,Design;Nonfiction;;;;;;;;;;;;;,https://tse1.mm.bing.net/th/id/OIP.beuJE5oBEUmUNmrzTOgMPwAAAA?w=143&h=180&c=7&r=0&o=5&pid=1.7
